"","hosttype","hostname","hostorder","hostfamily","hostenv","location","lat","long","gmpdprotname","prev","numhosts","numsamples","ID","protname"
"504","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Jequitinhonha valley, northern Minas Gerais",-16.39,-41.08,"Leishmania chagasi",1,1,1,504,"Leishmania chagasi"
"505","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Salvaterra, Marajo, Island",-0.76,-48.52,"Leishmania infantum",0.74,37,73,505,"Leishmania infantum"
"506","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Salvaterra, Marajo, Island",-0.76,-48.52,"Leishmania infantum",0.152,37,66,506,"Leishmania infantum"
"507","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Salvaterra, Marajo, Island",-0.76,-48.52,"Leishmania infantum",0.258,37,31,507,"Leishmania infantum"
"508","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Sao Paulo, BRAZIL",-23.55,-46.63,"Neospora caninum",0.26,15,15,508,"Neospora caninum"
"509","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Isoseno-Guarani indigenous territory in Bolivian Chaco",-19.52,-61.3,"Toxoplasma gondii",1,1,1,509,"Toxoplasma gondii"
"510","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Kaa-Iya del Gran Chaco National Park",-18.5,-60.8,"Toxoplasma gondii",0.5,2,2,510,"Toxoplasma gondii"
"511","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Parana, BRAZIL",-25.25,-52.02,"Toxoplasma gondii",0.778,9,9,511,"Toxoplasma gondii"
"512","carnivores","Cerdocyon thous","Carnivora","Canidae","terrestrial","Sao Paulo, BRAZIL",-23.55,-46.63,"Toxoplasma gondii",0.4,5,5,512,"Toxoplasma gondii"
"513","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ljubljana, Slovenia",46.03,14.59,"Babesia divergens",0.167,30,30,513,"Babesia divergens"
"514","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Italy",41.87,12.57,"Babesia ovis",0.125,8,8,514,"Babesia ovis"
"515","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","More og Romsdal, Norway",62.6,7.66,"Cryptosporidium parvum",0.016,64,64,515,"Cryptosporidium parvum"
"516","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Sogn og Fjordane, Norway",61.41,6.56,"Giardia intestinalis",0.045,108,108,516,"Giardia intestinalis"
"517","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Catalonia, Spain",41.59,1.52,"Neospora caninum",0.097,82,82,517,"Neospora caninum"
"518","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Guadiana, Spain",39.19,-6.15,"Neospora caninum",0.213,89,89,518,"Neospora caninum"
"519","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Sierra Morena, Spain",38.37,-3.83,"Neospora caninum",0.015,66,66,519,"Neospora caninum"
"520","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.127,166,166,520,"Neospora caninum"
"521","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.096,115,115,521,"Neospora caninum"
"522","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.108,37,37,522,"Neospora caninum"
"523","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.14,121,121,523,"Neospora caninum"
"524","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.35,20,20,524,"Neospora caninum"
"525","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",0.118,17,17,525,"Neospora caninum"
"526","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Czech Republic",49.82,15.47,"Neospora caninum",NA,1,1,526,"Neospora caninum"
"527","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Trentino region, Italy",46.07,11.12,"Neospora caninum",0.032,125,125,527,"Neospora caninum"
"528","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Schorfheide (Land Brandenburg, Germany)",52.9,13.53,"Sarcocystis capreolicanis",1,1,1,528,"Sarcocystis capreolicanis"
"529","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Schorfheide (Land Brandenburg, Germany)",52.9,13.53,"Sarcocystis grueneri",1,1,1,529,"Sarcocystis grueneri"
"530","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Schorfheide (Land Brandenburg, Germany)",52.9,13.53,"Sarcocystis silva",1,1,1,530,"Sarcocystis silva"
"531","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Canada",56.13,-106.35,"Theileria cervi",1,1,1,531,"Theileria cervi"
"532","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spavinaw Game Management Area, Oklahoma",36.33,-96,"Theileria cervi",1,1,1,532,"Theileria cervi"
"533","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spavinaw Game Management Area, Oklahoma",36.33,-96,"Theileria cervi",1,1,1,533,"Theileria cervi"
"534","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spavinaw Game Management Area, Oklahoma",36.33,-96,"Theileria cervi",1,1,1,534,"Theileria cervi"
"535","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Spain",40.46,-3.75,"Toxoplasma gondii",0.211,237,237,535,"Toxoplasma gondii"
"536","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Czech Republic",49.82,15.47,"Toxoplasma gondii",NA,1,1,536,"Toxoplasma gondii"
"537","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Asturias, Spain",43.36,-5.86,"Toxoplasma gondii",0.125,16,16,537,"Toxoplasma gondii"
"538","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Catalonia and Pyrenees, Spain",42.67,1,"Toxoplasma gondii",0.442,86,86,538,"Toxoplasma gondii"
"539","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Guadiana, Spain",39.19,-6.15,"Toxoplasma gondii",0.11,100,100,539,"Toxoplasma gondii"
"540","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Montes de Toledo, Spain",39.46,-3.95,"Toxoplasma gondii",0.117,94,94,540,"Toxoplasma gondii"
"541","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Sierra Morena, Spain",38.37,-3.83,"Toxoplasma gondii",0.0625,112,112,541,"Toxoplasma gondii"
"542","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","4 areas: (1) within a 15 km radius of Strakonice, (2) military training areas near Karlovy Vary, Mim",49.74,15.33,"Toxoplasma gondii",0.15,309,309,542,"Toxoplasma gondii"
"543","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Mid-Norway (Sor-Trondelag, Nord-Trondelag, Nordland)",67.1,14.57,"Toxoplasma gondii",0.079,63,63,543,"Toxoplasma gondii"
"544","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.077,571,571,544,"Toxoplasma gondii"
"545","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.115,122,122,545,"Toxoplasma gondii"
"546","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.08,301,301,546,"Toxoplasma gondii"
"547","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.061,278,278,547,"Toxoplasma gondii"
"548","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.091,263,263,548,"Toxoplasma gondii"
"549","ungulates","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Western Norway",60.47,8.47,"Toxoplasma gondii",0.077,505,505,549,"Toxoplasma gondii"
"550","ungulates","Cervus nippon","Artiodactyla","Cervidae","terrestrial","Kerr wildlife management area, Kerr county, Texas",30.09,-99.5,"Theileria cervi",0.5,4,4,550,"Theileria cervi"
"551","ungulates","Cervus nippon","Artiodactyla","Cervidae","terrestrial","Monbetsu, Hokkaido, Japan",44.2,143.3,"Trypanosoma sp. TSD1",1,1,1,551,"Trypanosoma sp. TSD1"
"552","primates","Chiropotes albinasus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.33,3,3,552,"Plasmodium brasilianum"
"553","primates","Chiropotes chiropotes","Primates","Pitheciidae","terrestrial","Amazonas",-3.42,-65.86,"Plasmodium brasilianum",0.13,30,30,553,"Plasmodium brasilianum"
"554","primates","Chiropotes chiropotes","Primates","Pitheciidae","terrestrial","Balbina, Brazil",-1.91,-59.46,"Plasmodium brasilianum",0.5,6,6,554,"Plasmodium brasilianum"
"555","primates","Chiropotes chiropotes","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,555,"Plasmodium brasilianum"
"556","primates","Chiropotes satanas","Primates","Pitheciidae","terrestrial","Serra dos Carajas",-6.276944,-50.581667,"Leishmania shawi",NA,NA,NA,556,"Leishmania shawi"
"557","primates","Chiropotes satanas","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.11,149,149,557,"Plasmodium brasilianum"
"558","primates","Chiropotes satanas","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,558,"Trypanosoma lambrechti"
"559","primates","Chiropotes satanas","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,559,"Trypanosoma lambrechti"
"560","primates","Chiropotes satanas","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma mycetae",NA,NA,NA,560,"Trypanosoma mycetae"
"561","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","South Africa",-30.559482,22.937506,"Babesia pitheci",NA,NA,NA,561,"Babesia pitheci"
"562","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Sodore",8.4,39.38,"Blastocystis hominis",0.56,NA,25,562,"Blastocystis hominis"
"563","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Wollega",9.33,36.1,"Cyclospora cercopitheci",0.06,16,16,563,"Cyclospora cercopitheci"
"564","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Sodore",8.4,39.38,"Entamoeba coli",0.36,NA,25,564,"Entamoeba coli"
"565","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Wondo Genet",6.6,38.41,"Entamoeba coli",1,NA,16,565,"Entamoeba coli"
"566","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Sodore",8.4,39.38,"Entamoeba histolytica",0.32,NA,25,566,"Entamoeba histolytica"
"567","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Wondo Genet",6.6,38.41,"Entamoeba histolytica",0.125,NA,16,567,"Entamoeba histolytica"
"568","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Tanzania",-6.369028,34.888822,"Entopolypoides macaci",NA,NA,NA,568,"Entopolypoides macaci"
"569","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Senegal",14,-14,"Hepatocystis kochi",NA,NA,NA,569,"Hepatocystis kochi"
"570","primates","Chlorocebus aethiops","Primates","Cercopithecidae","terrestrial","Guinea Bissau",12,-15,"Trypanosoma brucei",NA,NA,NA,570,"Trypanosoma brucei"
"571","primates","Chlorocebus pygerythrus","Primates","Cercopithecidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.82,NA,72,571,"Entamoeba coli"
"572","primates","Chlorocebus pygerythrus","Primates","Cercopithecidae","terrestrial","Rubondo",-2.3,31.83,"Entamoeba coli",0.712,NA,111,572,"Entamoeba coli"
"573","primates","Chlorocebus pygerythrus","Primates","Cercopithecidae","terrestrial","Tinde",-3.88,33.2,"Entopolypoides macaci",NA,NA,NA,573,"Entopolypoides macaci"
"574","primates","Chlorocebus pygerythrus","Primates","Cercopithecidae","terrestrial","Uganda",2,33,"Hepatocystis cercopitheci",NA,NA,NA,574,"Hepatocystis cercopitheci"
"575","primates","Chlorocebus pygerythrus","Primates","Cercopithecidae","terrestrial","Rubondo",-2.3,31.83,"Iodamoeba butschlii",0.631,NA,111,575,"Iodamoeba butschlii"
"576","primates","Chlorocebus sabaeus","Primates","Cercopithecidae","terrestrial","Nikolo Koba",13.06,-12.71,"Entamoeba coli",0.75,NA,16,576,"Entamoeba coli"
"577","primates","Chlorocebus sabaeus","Primates","Cercopithecidae","terrestrial","Ethiopia",9.145,40.489673,"Hepatocystis kochi",NA,NA,NA,577,"Hepatocystis kochi"
"578","primates","Chlorocebus sabaeus","Primates","Cercopithecidae","terrestrial","Nikolo Koba",13.06,-12.71,"Iodamoeba butschlii",0.25,NA,16,578,"Iodamoeba butschlii"
"579","carnivores","Chrysocyon brachyurus","Carnivora","Canidae","terrestrial","Noel Kempff Mercado National Park, Bolivia",-14.36,-60.77,"Toxoplasma gondii",0.33,3,3,579,"Toxoplasma gondii"
"580","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba coli",1,49,49,580,"Entamoeba coli"
"581","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba coli",0.97,32,32,581,"Entamoeba coli"
"582","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba coli",0.92,25,25,582,"Entamoeba coli"
"583","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba coli",0.98,42,42,583,"Entamoeba coli"
"584","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Lake Nabugabo",-0.371,31.883,"Entamoeba coli",0.158,NA,19,584,"Entamoeba coli"
"585","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.906,32,32,585,"Entamoeba histolytica"
"586","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.84,25,25,586,"Entamoeba histolytica"
"587","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.881,42,42,587,"Entamoeba histolytica"
"588","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.918,49,49,588,"Entamoeba histolytica"
"589","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.973,74,74,589,"Entamoeba histolytica"
"590","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Diani",-4.3,39.55,"Entamoeba histolytica",0.892,74,74,590,"Entamoeba histolytica"
"591","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Lake Nabugabo",-0.371,31.883,"Entamoeba histolytica",0.105,NA,19,591,"Entamoeba histolytica"
"592","primates","Colobus angolensis","Primates","Cercopithecidae","terrestrial","Democratic Republic of Congo",0,25,"Hepatocystis kochi",NA,NA,NA,592,"Hepatocystis kochi"
"593","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Chilomastix mesnili",NA,50,NA,593,"Chilomastix mesnili"
"594","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Rubondo",-2.3,31.83,"Chilomastix mesnili",0.044,NA,49,594,"Chilomastix mesnili"
"595","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Wollega",9.33,36.1,"Cyclospora colobi",0.34,26,26,595,"Cyclospora colobi"
"596","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Dientamoeba fragilis",NA,50,NA,596,"Dientamoeba fragilis"
"597","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Endolimax nana",NA,50,NA,597,"Endolimax nana"
"598","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kanyawara",0.45,30.4333,"Entamoeba coli",NA,NA,129,598,"Entamoeba coli"
"599","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",NA,NA,177,599,"Entamoeba coli"
"600","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",NA,50,NA,600,"Entamoeba coli"
"601","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.06,NA,94,601,"Entamoeba coli"
"602","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.09,NA,106,602,"Entamoeba coli"
"603","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.078,NA,476,603,"Entamoeba coli"
"604","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.16,288,125,604,"Entamoeba coli"
"605","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.09,51,106,605,"Entamoeba coli"
"606","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Rubondo",-2.3,31.83,"Entamoeba coli",0.152,NA,49,606,"Entamoeba coli"
"607","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba hartmanni",NA,50,NA,607,"Entamoeba hartmanni"
"608","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kanyawara",0.45,30.4333,"Entamoeba histolytica",NA,NA,129,608,"Entamoeba histolytica"
"609","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",NA,NA,177,609,"Entamoeba histolytica"
"610","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",NA,50,NA,610,"Entamoeba histolytica"
"611","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",0.09,NA,106,611,"Entamoeba histolytica"
"612","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",0.05,NA,94,612,"Entamoeba histolytica"
"613","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",0.076,NA,476,613,"Entamoeba histolytica"
"614","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",0.09,51,106,614,"Entamoeba histolytica"
"615","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba histolytica",0.16,288,125,615,"Entamoeba histolytica"
"616","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Kibale, Uganda",0.45,30.41,"Iodamoeba butschlii",NA,50,NA,616,"Iodamoeba butschlii"
"617","primates","Colobus guereza","Primates","Cercopithecidae","terrestrial","Rubondo",-2.3,31.83,"Iodamoeba butschlii",0.239,NA,49,617,"Iodamoeba butschlii"
"618","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Entamoeba coli",0.046,26,109,618,"Entamoeba coli"
"619","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Entamoeba coli",0.154,26,26,619,"Entamoeba coli"
"620","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Entamoeba histolytica",0.231,26,26,620,"Entamoeba histolytica"
"621","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Entamoeba histolytica",0.073,26,109,621,"Entamoeba histolytica"
"622","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Giardia intestinalis",0.885,26,26,622,"Giardia intestinalis"
"623","primates","Colobus vellerosus","Primates","Cercopithecidae","terrestrial","Boabeng-Fiema Monkey Sanctuary",7.71667,1.7,"Giardia intestinalis",0.692,26,107,623,"Giardia intestinalis"
"624","carnivores","Conepatus chinga","Carnivora","Mephitidae","terrestrial","Amama area, Northwestern ARGENTINA",-27.78,-63.26,"Trypanosoma cruzi",0.011,91,91,624,"Trypanosoma cruzi"
"625","carnivores","Conepatus chinga","Carnivora","Mephitidae","terrestrial","Amama and Trinidad, Department of Moreno, Santiago del Estero",-27.78,-63.26,"Trypanosoma cruzi",0.04,49,49,625,"Trypanosoma cruzi"
"626","carnivores","Conepatus chinga","Carnivora","Mephitidae","terrestrial","Moreno, Santiago del Estero, Argentina",-27.39,-62.26,"Trypanosoma cruzi",0.056,36,36,626,"Trypanosoma cruzi"
"627","ungulates","Connochaetes taurinus","Artiodactyla","Bovidae","terrestrial","Zimbabwe",-19.02,29.15,"Toxoplasma gondii",0.14,69,69,627,"Toxoplasma gondii"
"628","carnivores","Crocuta crocuta","Carnivora","Hyaenidae","terrestrial","Moyale, KENYA",3.12,39.1,"Neospora caninum",0.333,NA,3,628,"Neospora caninum"
"629","carnivores","Cuon alpinus","Carnivora","Canidae","terrestrial","Peninsular India sanctuaries (Mudumalai Wildlife Sanctuary and Tadoba National Park)",20.21,79.41,"Sarcocystis axicuonis",NA,NA,NA,629,"Sarcocystis axicuonis"
"630","carnivores","Cynictis penicillata","Carnivora","Herpestidae","terrestrial","Potchefstroom, North West Province",-26.66,27.18,"Babesia cynicti",0.95,23,23,630,"Babesia cynicti"
"631","carnivores","Cynictis penicillata","Carnivora","Herpestidae","terrestrial","Ermelo, Mpumlalanga Province, South Africa",-26.5,29.98,"Babesia cynicti",0.72,18,18,631,"Babesia cynicti"
"632","carnivores","Cynictis penicillata","Carnivora","Herpestidae","terrestrial","Potchefstroom, Transvaal, South Africa",-26.9,27.45,"Babesia cynicti",0.96,23,23,632,"Babesia cynicti"
"633","carnivores","Cynictis penicillata","Carnivora","Herpestidae","terrestrial","Rooiwal, Transvaal",-28.23,25.53,"Babesia cynicti",0.89,56,56,633,"Babesia cynicti"
"634","carnivores","Cystophora cristata","Carnivora","Phocidae","marine","Magdalen Islands, Gulf of Saint Lawrence, Canada",47.38,-61.87,"Toxoplasma gondii",0.1,10,10,634,"Toxoplasma gondii"
"635","carnivores","Cystophora cristata","Carnivora","Phocidae","marine","Magdalen Islands, Gulf of Saint Lawrence, Canada",47.38,-61.87,"Toxoplasma gondii",0.017,60,60,635,"Toxoplasma gondii"
"636","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Warwickshire",52.29,-1.55,"Cryptosporidium parvum",0.06,16,16,636,"Cryptosporidium parvum"
"637","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Czech Republic",49.82,15.47,"Neospora caninum",NA,79,79,637,"Neospora caninum"
"638","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Schorfheide, Land Brandenburg, northeast Germany",52.9,13.53,"Sarcocystis grueneri",1,1,1,638,"Sarcocystis grueneri"
"639","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Schorfheide, Land Brandenburg, northeast Germany",52.9,13.53,"Sarcocystis silva",1,1,1,639,"Sarcocystis silva"
"640","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Lakes, Lyon and Trigg Counties, Kentucky",36.88,-87.97,"Theileria cervi",0.6,5,5,640,"Theileria cervi"
"641","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Lakes, Lyon and Trigg Counties, Kentucky",36.88,-87.97,"Theileria cervi",0.6,5,5,641,"Theileria cervi"
"642","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Czech Republic",49.82,15.47,"Toxoplasma gondii",NA,79,79,642,"Toxoplasma gondii"
"643","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Asturias, Spain",43.36,-5.86,"Toxoplasma gondii",0.182,40,40,643,"Toxoplasma gondii"
"644","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Guadiana, Spain",39.19,-6.15,"Toxoplasma gondii",0.091,11,11,644,"Toxoplasma gondii"
"645","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","Montes de Toledo, Spain",39.46,-3.95,"Toxoplasma gondii",0.357,28,28,645,"Toxoplasma gondii"
"646","ungulates","Dama dama","Artiodactyla","Cervidae","terrestrial","4 areas: (1) within a 15 km radius of Strakonice, (2) military training areas near Karlovy Vary, Mim",49.74,15.33,"Toxoplasma gondii",1,8,8,646,"Toxoplasma gondii"
"647","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Addo Elephant National Park, South Africa",-33.48,25.75,"Babesia bicornis",1,1,1,647,"Babesia bicornis"
"648","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Great Fish River Reserve Complex, South Africa",-33.06,26.76,"Babesia bicornis",0.454,11,11,648,"Babesia bicornis"
"649","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Ngorongoro Crater, Tanzania",-3.17,35.56,"Babesia bicornis",1,2,2,649,"Babesia bicornis"
"650","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Cycloposthium bipalmatum",NA,9,9,650,"Cycloposthium bipalmatum"
"651","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Cycloposthium bipalmatum",NA,10,10,651,"Cycloposthium bipalmatum"
"652","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Cycloposthium corrugatum",NA,10,10,652,"Cycloposthium corrugatum"
"653","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Cycloposthium dentiferum",NA,9,9,653,"Cycloposthium dentiferum"
"654","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Cycloposthium dentiferum",NA,10,10,654,"Cycloposthium dentiferum"
"655","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Cycloposthium edentatum",NA,9,9,655,"Cycloposthium edentatum"
"656","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Cycloposthium scutigerum",NA,9,9,656,"Cycloposthium scutigerum"
"657","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Cycloposthium scutigerum",NA,10,10,657,"Cycloposthium scutigerum"
