"","hosttype","hostname","hostorder","hostfamily","hostenv","location","lat","long","gmpdprotname","prev","numhosts","numsamples","ID","protname"
"658","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Diplodinium anacanthum",NA,9,9,658,"Diplodinium anacanthum"
"659","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Diplodinium anacanthum",NA,9,9,659,"Diplodinium anacanthum"
"660","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Diplodinium dentatum",NA,10,10,660,"Diplodinium dentatum"
"661","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Diploplastron affine",NA,9,9,661,"Diploplastron affine"
"662","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Diploplastron affine",NA,10,10,662,"Diploplastron affine"
"663","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Elyplastron bubali",NA,9,9,663,"Elyplastron bubali"
"664","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Elyplastron bubali",NA,10,10,664,"Elyplastron bubali"
"665","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium bicornutum",NA,9,9,665,"Entodinium bicornutum"
"666","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium bicornutum",NA,10,10,666,"Entodinium bicornutum"
"667","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium bursa",NA,9,9,667,"Entodinium bursa"
"668","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium bursa",NA,10,10,668,"Entodinium bursa"
"669","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium caudatum",NA,9,9,669,"Entodinium caudatum"
"670","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium caudatum",NA,10,10,670,"Entodinium caudatum"
"671","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium dubardi",NA,9,9,671,"Entodinium dubardi"
"672","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium dubardi",NA,10,10,672,"Entodinium dubardi"
"673","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium furca",NA,9,9,673,"Entodinium furca"
"674","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium minimum",NA,10,10,674,"Entodinium minimum"
"675","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium minimum",NA,9,9,675,"Entodinium minimum"
"676","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Entodinium rectangulatum",NA,9,9,676,"Entodinium rectangulatum"
"677","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Entodinium rectangulatum",NA,10,10,677,"Entodinium rectangulatum"
"678","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Epidinium bulbiferum",NA,9,9,678,"Epidinium bulbiferum"
"679","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Epidinium bulbiferum",NA,10,10,679,"Epidinium bulbiferum"
"680","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Epidinium caudatum",NA,9,9,680,"Epidinium caudatum"
"681","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Epidinium caudatum",NA,10,10,681,"Epidinium caudatum"
"682","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Epidinium gigas",NA,9,9,682,"Epidinium gigas"
"683","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Epidinium gigas",NA,10,10,683,"Epidinium gigas"
"684","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Eudiplodinium maggi",NA,9,9,684,"Eudiplodinium maggi"
"685","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Eudiplodinium maggi",NA,10,10,685,"Eudiplodinium maggi"
"686","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Metadinium medium",NA,9,9,686,"Metadinium medium"
"687","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Metadinium medium",NA,10,10,687,"Metadinium medium"
"688","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Ostracodinium gracile",NA,9,9,688,"Ostracodinium gracile"
"689","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Ostracodinium mammosum",NA,9,9,689,"Ostracodinium mammosum"
"690","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Nairobi National Park",-1.37,36.86,"Ostracodinium mammosum",NA,10,10,690,"Ostracodinium mammosum"
"691","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Ostracodinium trivesiculatum",NA,9,9,691,"Ostracodinium trivesiculatum"
"692","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Polyplastron multivesiculatum",NA,9,9,692,"Polyplastron multivesiculatum"
"693","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Spirodinium equi",NA,9,9,693,"Spirodinium equi"
"694","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Tetratoxum parvum",NA,9,9,694,"Tetratoxum parvum"
"695","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Tetratoxum unifasciculatum",NA,9,9,695,"Tetratoxum unifasciculatum"
"696","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Great Fish River Reserve Complex, South Africa",-33.06,26.76,"Theileria bicornis",0.545,11,11,696,"Theileria bicornis"
"697","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Zimbabwe",-19.02,29.15,"Toxoplasma gondii",0.273,11,11,697,"Toxoplasma gondii"
"698","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Lake Nakuru National Park, Kenia",-0.4,36.09,"Triadinium galea",NA,9,9,698,"Triadinium galea"
"699","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",-2.92,37.92,"Trypanosoma congolense",1,1,1,699,"Trypanosoma congolense"
"700","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",-2.92,37.92,"Trypanosoma congolense",1,1,1,700,"Trypanosoma congolense"
"701","ungulates","Diceros bicornis","Perissodactyla","Rhinocerotidae","terrestrial","Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",-2.92,37.92,"Trypanosoma congolense",1,1,1,701,"Trypanosoma congolense"
"702","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California and Washington, USA",39.36,-120.8,"Neospora caninum",0.148,115,115,702,"Neospora caninum"
"703","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Washington coast",46.89,-124.1,"Neospora caninum",0.367,30,30,703,"Neospora caninum"
"704","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Olympic National Park, Washington",47.79,-123.68,"Sarcocystis neurona",1,2,2,704,"Sarcocystis neurona"
"705","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California and Washington, USA",39.36,-120.8,"Sarcocystis neurona",NA,NA,NA,705,"Sarcocystis neurona"
"706","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey Point, CALIFORNIA",40.29,-121.65,"Sarcocystis neurona",0.75,24,24,706,"Sarcocystis neurona"
"707","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey to Point Conception, CALIFORNIA",36.31,-121.35,"Sarcocystis neurona",0.331,118,118,707,"Sarcocystis neurona"
"708","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",1,4,4,708,"Sarcocystis neurona"
"709","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",1,2,2,709,"Sarcocystis neurona"
"710","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",1,3,3,710,"Sarcocystis neurona"
"711","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",1,7,7,711,"Sarcocystis neurona"
"712","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",1,5,5,712,"Sarcocystis neurona"
"713","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Sarcocystis neurona",0.23,91,91,713,"Sarcocystis neurona"
"714","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey Bay, California",36.8,-121.95,"Sarcocystis neurona",1,1,1,714,"Sarcocystis neurona"
"715","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Roosevelt Beach, WA",47.18,-124.19,"Sarcocystis neurona",1,1,1,715,"Sarcocystis neurona"
"716","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","San Carlos Beach, Monterey, CA",36.61,-121.9,"Sarcocystis neurona",1,1,1,716,"Sarcocystis neurona"
"717","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Morro Bay and Pismo Beach, California",35.37,-120.85,"Sarcocystis neurona",1,3,3,717,"Sarcocystis neurona"
"718","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California and Washington, USA",39.36,-120.8,"Sarcocystis neurona",1,22,22,718,"Sarcocystis neurona"
"719","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Washington State, USA",47.75,-120.74,"Sarcocystis neurona",1,6,6,719,"Sarcocystis neurona"
"720","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California and Washington, USA",39.36,-120.8,"Sarcocystis neurona",0.099,344,344,720,"Sarcocystis neurona"
"721","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",0.2239,67,67,721,"Toxoplasma gondii"
"722","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",0.82,100,100,722,"Toxoplasma gondii"
"723","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Washington coast",46.89,-124.1,"Toxoplasma gondii",0.6,30,30,723,"Toxoplasma gondii"
"724","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Washington coast",46.89,-124.1,"Toxoplasma gondii",0.467,15,15,724,"Toxoplasma gondii"
"725","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey Bay, California",36.8,-121.95,"Toxoplasma gondii",0.351,77,77,725,"Toxoplasma gondii"
"726","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey to Point Conception, CALIFORNIA",36.31,-121.35,"Toxoplasma gondii",0.475,118,118,726,"Toxoplasma gondii"
"727","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",1,11,11,727,"Toxoplasma gondii"
"728","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",1,29,29,728,"Toxoplasma gondii"
"729","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",1,6,6,729,"Toxoplasma gondii"
"730","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",1,8,8,730,"Toxoplasma gondii"
"731","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",1,9,9,731,"Toxoplasma gondii"
"732","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California Coast",36.65,-121.79,"Toxoplasma gondii",0.64,92,92,732,"Toxoplasma gondii"
"733","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Roosevelt Beach, WA",47.18,-124.19,"Toxoplasma gondii",1,1,1,733,"Toxoplasma gondii"
"734","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Central California",38.39,-121.57,"Toxoplasma gondii",0.536,110,110,734,"Toxoplasma gondii"
"735","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Central California",38.39,-121.57,"Toxoplasma gondii",0.516,223,223,735,"Toxoplasma gondii"
"736","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Central California",38.39,-121.57,"Toxoplasma gondii",0.427,103,103,736,"Toxoplasma gondii"
"737","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Central California",38.39,-121.57,"Toxoplasma gondii",0.389,113,113,737,"Toxoplasma gondii"
"738","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Central California",38.39,-121.57,"Toxoplasma gondii",0.407,150,150,738,"Toxoplasma gondii"
"739","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Monterey Bay, California",36.8,-121.95,"Toxoplasma gondii",1,1,1,739,"Toxoplasma gondii"
"740","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Morro Bay and Pismo Beach, California",35.37,-120.85,"Toxoplasma gondii",1,3,3,740,"Toxoplasma gondii"
"741","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California state, USA",36.78,-119.42,"Toxoplasma gondii",0.385,13,13,741,"Toxoplasma gondii"
"742","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","Washington State, USA",47.75,-120.74,"Toxoplasma gondii",1,10,10,742,"Toxoplasma gondii"
"743","carnivores","Enhydra lutris","Carnivora","Mustelidae","marine","California and Washington, USA",39.36,-120.8,"Toxoplasma gondii",0.049,344,344,743,"Toxoplasma gondii"
"744","ungulates","Equus burchellii","Perissodactyla","Equidae","terrestrial","South Africa and Namibia",-28.9,19.15,"Cycloposthium scutigerum",NA,44,44,744,"Cycloposthium scutigerum"
"745","ungulates","Equus caballus","Perissodactyla","Equidae","terrestrial","South Africa and Namibia",-28.9,19.15,"Cycloposthium scutigerum",NA,8,8,745,"Cycloposthium scutigerum"
"746","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Balantidium coli",0.091,11,11,746,"Balantidium coli"
"747","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Balantidium coli",0.078,51,51,747,"Balantidium coli"
"748","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Balantidium coli",0.083,36,36,748,"Balantidium coli"
"749","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Balantidium coli",0.08,25,25,749,"Balantidium coli"
"750","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Cystoisospora belli",0.02,51,51,750,"Cystoisospora belli"
"751","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Entamoeba coli",0.111,36,36,751,"Entamoeba coli"
"752","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Entamoeba coli",0.16,25,25,752,"Entamoeba coli"
"753","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Entamoeba coli",0.078,51,51,753,"Entamoeba coli"
"754","ungulates","Equus grevyi","Perissodactyla","Equidae","terrestrial","Samburu, Kenya",-3.78,39.28,"Entamoeba histolytica",0.039,51,51,754,"Entamoeba histolytica"
"755","ungulates","Equus zebra","Perissodactyla","Equidae","terrestrial","Mountain Zebra National Park, South Africa",-32.19,25.4,"Babesia equi",NA,NA,NA,755,"Babesia equi"
"756","ungulates","Equus zebra","Perissodactyla","Equidae","terrestrial","Koroo and Bontebok National Parks",NA,NA,"Babesia equi",1,20,20,756,"Babesia equi"
"757","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Nunavik, Quebec, Canada",55.29,-77.73,"Giardia intestinalis",0.67,3,3,757,"Giardia intestinalis"
"758","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Nunavik, Quebec, Canada",55.29,-77.73,"Giardia intestinalis",0.75,4,4,758,"Giardia intestinalis"
"759","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","coastal waters of Southeast Alaska to the Bering Strait",65.89,-168.39,"Neospora caninum",0.125,8,8,759,"Neospora caninum"
"760","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","coastal waters of Southeast Alaska to the Bering Strait",65.89,-168.39,"Toxoplasma gondii",0.5,8,8,760,"Toxoplasma gondii"
"761","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Svalbard, Norway",78,16,"Toxoplasma gondii",0.207,29,29,761,"Toxoplasma gondii"
"762","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Svalbard, Norway",78,16,"Toxoplasma gondii",0.125,80,80,762,"Toxoplasma gondii"
"763","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Svalbard, Norway",78,16,"Toxoplasma gondii",0.078,51,51,763,"Toxoplasma gondii"
"764","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Svalbard, Norway",78,16,"Toxoplasma gondii",0.571,7,7,764,"Toxoplasma gondii"
"765","carnivores","Erignathus barbatus","Carnivora","Phocidae","marine","Svalbard, Norway",78,16,"Toxoplasma gondii",0.75,8,8,765,"Toxoplasma gondii"
"766","primates","Erythrocebus patas","Primates","Cercopithecidae","terrestrial","Nikolo Koba",13.06,-12.71,"Entamoeba coli",0.7,NA,17,766,"Entamoeba coli"
"767","primates","Erythrocebus patas","Primates","Cercopithecidae","terrestrial",NA,NA,NA,"Hepatocystis kochi",NA,NA,NA,767,"Hepatocystis kochi"
