gmpdprotname
Lemuralges intermedius
Lemuricola baltazardi
Lemuricola bauchoti
Lemuricola contagiosus
Lemuricola daubentoniae
Lemuricola inglisi
Lemuricola lemuris
Lemuricola microcebi
Lemuricola nana
Lemuricola nycticebi
Lemuricola trichuroides
Lemuricola vauceli
Lemurostrongylus residuus
Lemurphthirus galagus
Lemurphthirus stigmosus
Lentivirus Feline immunodeficiency virus
Lentivirus Human immunodeficiency virus 1
Lentivirus Puma lentivirus
Lentivirus Simian immunodeficiency virus
Lentivirus Visna/maedi virus
Lepas anatifera
Lepas australis
Lepidophthirus macrorhini
Leptospira borgpetersenii
Leptospira bratislava
Leptospira canicola
Leptospira grippotyphosa
Leptospira icterohaemorrhagiae
Leptospira interrogans
Linguatula arctica
Linguatula leptocephalus
Linguatula serrata
Linognathus angasi
Linognathus antidorcitis
Linognathus armatus
Linognathus breviceps
Linognathus cervicaprae
Linognathus digitalis
Linognathus euchore
Linognathus fahrenholzi
Linognathus gorgonus
Linognathus nevilli
Linognathus oryx
Linognathus panamensis
Linognathus peleus
Linognathus pithodes
Linognathus spicatus
Linognathus zumpti
Liponysella madagascariensis
Listeria ivanovii
Listeria monocytogenes
Loa loa
Loa papionis
Loa ugandis
Longistriata dubia
Longistrongylus albifrontis
Longistrongylus curvispiculum
Longistrongylus meyeri
Longistrongylus namaquensis
Longistrongylus sabie
Longistrongylus schrenki
Lynxacarus nearticus
Lyssavirus Rabies lyssavirus
Macacanema formosana
Macavirus Alcelaphine gammaherpesvirus 1
Macracanthorhynchus catulinus
Macracanthorhynchus hirudinaceus
Macracanthorhynchus ingens
Makialges lepilemuri
Makialges sternodons
Mamastrovirus Mamastrovirus 1
Mammarenavirus Lymphocytic choriomeningitis mammarenavirus
Mannheimia haemolytica
Mansonella atelensis
Mansonella colombiensis
Mansonella gorillae
Mansonella leopoldi
Mansonella llewellyni
Mansonella lopeensis
Mansonella mariae
Mansonella marmosetae
Mansonella mystaxi
Mansonella papionis
Mansonella perstans
Mansonella peruviana
Mansonella saimiri
Mansonella streptocercum
Mansonella tamarinae
Mansonella vanhoofi
Margaropus winthemi
Maritrema eroliae
Maritreminoides nettae
Marshallagia marshalli
Marshallagia occidentalis
Mastadenovirus Canine mastadenovirus A
Mastadenovirus Human mastadenovirus F
Mastophorus muris
Mathevotaenia megastoma
Mazamastrongylus odocoilei
Mazamastrongylus pursglovei
Mediorhynchus robustus
Megacooperia woodfordi
Melophagus ovinus
Meningonema peruzzii
Mesocestoides canislagopodis
Mesocestoides corti
Mesocestoides kirbyi
Mesocestoides lineatus
Mesocestoides litteratus
Mesocestoides paucitesticulus
Mesocestoides variabilis
Mesostephanus appendiculatoides
Metagonimoides oregonensis
Metagonimus miyata
Metagonimus takahashii
Metagonimus yokogawai
Metastrongylus apri
Metastrongylus asymmetricus
Metastrongylus confusus
Metastrongylus elongatus
Metastrongylus pudentotectus
Metastrongylus salmi
Metathelazia californica
Metorchis albidus
Metorchis bilis
Metorchis conjunctus
Metorchis vulpis
Meyerozyma guilliermondii
Micrococcus luteus
Microfilaria binucleata
Microfilaria panamensis
Microphallus nicolli
Microphallus pirum
Microphallus similis
Microphallus turgidus
Microsporum gypseum
Microtrombicula brennani
Moeopsylla sjoestedti
Molineus barbatus
Molineus elegans
Molineus legerae
Molineus midas
Molineus mustelae
Molineus patens
Molineus torulosus
Molineus vexillarius
Moniezia benedeni
Moniezia expansa
Moniezia rugosa
Moniliformis moniliformis
Moniliformis tarsii
Monodontella giraffae
Monodontus louisianensis
Moraxella atlantae
Moraxella bovis
Moraxella catarrhalis
Moraxella cuniculi
Moraxella lacunata
Moraxella nonliquefaciens
Moraxella osloensis
Moraxella ovis
Moraxella phenylpyruvicus
Morbillivirus Canine distemper virus
Morbillivirus Cetacean morbillivirus
Morbillivirus Measles virus
Morbillivirus Phocine distemper virus
Morbillivirus Rinderpest virus
Morganella morganii
Mosgovoyia pectinata
Muellerius capillaris
Muellerius tenuispiculatus
Multiceps packii
Murshidia hamata
Murshidia pugnicaudata
Mycobacterium avium
Mycobacterium bovis
Mycobacterium fortuitum
Mycobacterium goodii
Mycobacterium intracellulare
Mycobacterium kansaii
Mycobacterium tuberculosis
Mycoplasma conjunctivae
Mycoplasma fermentans
Mycoplasma haemofelis
Mycoplasma haemominutum
Mycoplasma hominis
Mycoplasma ovipneumoniae
Mycoplasma phocidae
Mycoplasma pneumoniae
Mycoplasma turicensis
Naganishia albida
Nairovirus Crimean-Congo hemorrhagic fever nairovirus
Nairovirus Thiafora nairovirus
Nanophyetus salmincola
Necator americanus
Necator congolensis
Neisseria elongata
Neisseria flavescens
Neisseria mucosa
Neisseria pharyngis
Nematodirella alcidis
Nematodirella longissimespiculata
Nematodirus abnormalis
Nematodirus battus
Nematodirus davtiani
Nematodirus europaeus
Nematodirus filicollis
Nematodirus helvetianus
Nematodirus hugonnetae
Nematodirus odocoilei
Nematodirus oiratianus
Nematodirus roscidus
Nematodirus rupicaprae
Nematodirus spathiger
Nematodirus tarandi
Neodiplostomum tamarini
Neolinguatula nuttalli
Neorhabditostomum yeni
Neorickettsia risticii
Neoschoengastia israelensis
Neospora caninum
Neostrongylus linearis
Neotrichodectes mephitidis
Neotrichodectes pallidus
Neotrombicula autumnalis
Nocardia asteroides
Nochtia nochti
Nosopsyllus fasciatus
Notoedres cati
Notoedres galagoensis
Ochrobactrum anthropi
Oesophagostomum aculeatum
Oesophagostomum africanum
Oesophagostomum apiostomum
Oesophagostomum attenuatum
Oesophagostomum bifurcum
Oesophagostomum brumpti
Oesophagostomum columbianum
Oesophagostomum dentatum
Oesophagostomum maurum
Oesophagostomum mocambiquei
Oesophagostomum mwanzae
Oesophagostomum pachycephalum
Oesophagostomum quadrispinulatum
Oesophagostomum radiatum
Oesophagostomum stephanostomum
Oesophagostomum venulosum
Ollulanus tricuspis
Onchocerca cervipedis
Onchocerca dewittei
Onchocerca flexuosa
