Spp,Label,Order,Zoonosis,Parasite
Cercopithecus cephus,1,Primates,Bartonellosis - other systemic,Bartonella quintana
Cercopithecus cephus,1,Primates,Rickettsia felis infection,Rickettsia felis
Cercopithecus denti,0,Primates,,
Cercopithecus diana,1,Primates,Echinococcosis - multilocular,Echinococcus multilocularis
Cercopithecus doggetti,0,Primates,,
Cercopithecus dryas,0,Primates,,
Cercopithecus erythrogaster,0,Primates,,
Cercopithecus erythrotis,0,Primates,,
Cercopithecus hamlyni,0,Primates,,
Cercopithecus kandti,0,Primates,,
Cercopithecus lhoesti,1,Primates,Oesophagostomiasis,Oesophagostomum sp.
Cercopithecus lowei,0,Primates,,
Cercopithecus mitis,1,Primates,Leishmaniasis - cutaneous,Leishmania major
Cercopithecus mona,0,Primates,,
Cercopithecus neglectus,1,Primates,Balantidiasis,Balantidium coli
Cercopithecus neglectus,1,Primates,Herpes B infection,Simplexvirus Human alphaherpesvirus 1
Cercopithecus nictitans,1,Primates,Trypanosomiasis - African,Trypanosoma brucei
Cercopithecus petaurista,0,Primates,,
Cercopithecus pogonias,0,Primates,,
Cercopithecus preussi,0,Primates,,
Cercopithecus roloway,0,Primates,,
Cercopithecus sclateri,0,Primates,,
Cercopithecus solatus,0,Primates,,
Cercopithecus wolfi,0,Primates,,
Cheirogaleus adipicaudatus,0,Primates,,
Cheirogaleus crossleyi,0,Primates,,
Cheirogaleus major,0,Primates,,
Cheirogaleus medius,0,Primates,,
Cheirogaleus minusculus,0,Primates,,
Cheirogaleus ravus,0,Primates,,
Cheirogaleus sibreei,0,Primates,,
Chiropotes albinasus,0,Primates,,
Chiropotes chiropotes,1,Primates,Leishmaniasis - cutaneous,
Chiropotes israelita,0,Primates,,
Chiropotes satanas,0,Primates,,
Chiropotes utahickae,0,Primates,,
Chlorocebus aethiops,1,Primates,Leishmaniasis - cutaneous,Leishmania major
Chlorocebus aethiops,1,Primates,Tularemia,Francisella tularensis
Chlorocebus aethiops,1,Primates,Yersiniosis,Yersinia enterocolitica
Chlorocebus cynosuros,0,Primates,,
Chlorocebus djamdjamensis,0,Primates,,
Chlorocebus pygerythrus,1,Primates,Tuberculosis,Mycobacterium tuberculosis
Chlorocebus sabaeus,1,Primates,Toxoplasmosis,Toxoplasma gondii
Chlorocebus sabaeus,1,Primates,Yersiniosis,Yersinia enterocolitica
Chlorocebus tantalus,0,Primates,,
Colobus angolensis,0,Primates,,
Colobus guereza,1,Primates,Listeriosis,Listeria monocytogenes
Colobus polykomos,0,Primates,,
Colobus satanas,0,Primates,,
Colobus vellerosus,0,Primates,,
Daubentonia madagascariensis,0,Primates,,
Erythrocebus patas,1,Primates,Crimean-Congo hemorrhagic fever,Nairovirus Crimean-Congo hemorrhagic fever nairovirus
Erythrocebus patas,1,Primates,Tularemia,Francisella tularensis
Erythrocebus patas,1,Primates,Zika,Zika virus
Eulemur albifrons,1,Primates,Baylisascariasis,Baylisascaris procyonis
Eulemur albifrons,1,Primates,Toxoplasmosis,Toxoplasma gondii
Eulemur albocollaris,0,Primates,,
Eulemur cinereiceps,0,Primates,,
Eulemur collaris,0,Primates,,
Eulemur coronatus,0,Primates,,
Eulemur fulvus,1,Primates,Toxoplasmosis,Toxoplasma gondii
Eulemur macaco,1,Primates,Gongylonemiasis,Gongylonema pulchrum
Eulemur macaco,1,Primates,Toxoplasmosis,Toxoplasma gondii
Eulemur mongoz,0,Primates,,
Eulemur rubriventer,0,Primates,,
Eulemur sanfordi,0,Primates,,
Euoticus elegantulus,0,Primates,,
Euoticus pallidus,0,Primates,,
Galago alleni,0,Primates,,
Galago cameronensis,0,Primates,,
Galago demidoff,0,Primates,,
Galago gabonensis,0,Primates,,
Galago gallarum,0,Primates,,
Galago granti,0,Primates,,
Galago matschiei,0,Primates,,
Galago moholi,0,Primates,,
Galago nyasae,0,Primates,,
Galago orinus,0,Primates,,
Galago rondoensis,0,Primates,,
Galago senegalensis,0,Primates,,
Galago thomasi,0,Primates,,
Galago zanzibaricus,0,Primates,,
Gorilla beringei,1,Primates,Balantidiasis,Balantidium coli
Gorilla beringei,1,Primates,Cryptosporidiosis,Cryptosporidium parvum
Gorilla beringei,1,Primates,Microsporidiosis,Enterocytozoon bieneusi and Encephalitozoon cuniculi
Gorilla beringei,1,Primates,Oesophagostomiasis,Oesophagostomum spp.
Gorilla gorilla,1,Primates,Anthrax,Bacillus anthracis
Gorilla gorilla,1,Primates,Balantidiasis,Balantidium coli
Gorilla gorilla,1,Primates,Cryptosporidiosis,Cryptosporidium sp.
Gorilla gorilla,1,Primates,Dientamoeba fragilis infection,Dientamoeba fragilis
Gorilla gorilla,1,Primates,Ebola,Zaire ebolavirus
Gorilla gorilla,1,Primates,Giardiasis,Giardia sp.
Gorilla gorilla,1,Primates,Hepatitis B,hepatitis B virus
Gorilla gorilla,1,Primates,Microsporidiosis,Encephalitozoon cuniculi and Enterocytozoon bieneusi
Hapalemur alaotrensis,0,Primates,,
Hapalemur aureus,0,Primates,,
Hapalemur griseus,0,Primates,,
Hapalemur occidentalis,0,Primates,,
Hylobates agilis,0,Primates,,
Hylobates albibarbis,0,Primates,,
Hylobates klossii,0,Primates,,
Hylobates lar,1,Primates,Angiostrongyliasis,Angiostrongylus cantonensis
Hylobates lar,1,Primates,Balantidiasis,Balantidium coli
Hylobates moloch,0,Primates,,
Hylobates muelleri,0,Primates,,
Hylobates pileatus,1,Primates,Hepatitis B,hepatitis B virus
Lagothrix cana,0,Primates,,
Lagothrix lagotricha,1,Primates,Hepatitis B,hepatitis B virus
Lagothrix lagotricha,1,Primates,Toxoplasmosis,Toxoplasma gondii
Lagothrix lugens,0,Primates,,
Lagothrix poeppigii,0,Primates,,
Lemur catta,1,Primates,Capillariasis - extraintestinal,Capillaria sp.
Lemur catta,1,Primates,Echinococcosis - multilocular,Echinococcus multilocularis
Lemur catta,1,Primates,Ehrlichiosis - human monocytic,Ehrlichia chaffeensis
Lemur catta,1,Primates,Giardiasis,Giardia duodenalis
Lemur catta,1,Primates,Hymenolepis nana infection,Hymenolepis nana
Lemur catta,1,Primates,Toxoplasmosis,Toxoplasma gondii
Lemur catta,1,Primates,Trypanosomiasis - American,Trypanosoma cruzi
Lemur catta,1,Primates,West Nile fever,West Nile virus
Leontopithecus chrysomelas,0,Primates,,
Leontopithecus chrysopygus,0,Primates,,
Leontopithecus rosalia,0,Primates,,
Lepilemur ankaranensis,0,Primates,,
Lepilemur dorsalis,0,Primates,,
Lepilemur edwardsi,0,Primates,,
Lepilemur leucopus,0,Primates,,
Lepilemur microdon,0,Primates,,
Lepilemur mustelinus,0,Primates,,
Lepilemur ruficaudatus,0,Primates,,
Lepilemur septentrionalis,0,Primates,,
Lophocebus albigena,0,Primates,,
Lophocebus aterrimus,0,Primates,,
Lophocebus opdenboschi,0,Primates,,
Loris lydekkerianus,0,Primates,,
Loris tardigradus,0,Primates,,
Macaca arctoides,1,Primates,Herpes B infection,
Macaca arctoides,1,Primates,Melioidosis,Burkholderia pseudomallei
Macaca assamensis,0,Primates,,
Macaca cyclopis,1,Primates,Herpes B infection,Herpesvirus
Macaca fascicularis,1,Primates,Bartonellosis - other systemic,Bartonella quintana
Macaca fascicularis,1,Primates,Chikungunya,chikungunya virus
Macaca fascicularis,1,,Cryptosporidiosis,Cryptosporidium spp.
Macaca fascicularis,1,Primates,Cyclosporiasis,Cyclospora sp.
Macaca fascicularis,1,Primates,Dengue,Dengue virus
Macaca fascicularis,1,Primates,Ebola,Reston virus
Macaca fascicularis,1,Primates,Giardiasis,Giardia duodenalis
Macaca fascicularis,1,Primates,Hepatitis B,Hepatitis B virus
Macaca fascicularis,1,Primates,Herpes B infection,Herpesvirus 1
Macaca fascicularis,1,Primates,Influenza,Influenza virus
Macaca fascicularis,1,Primates,Japanese encephalitis,Japanese encephalitis virus
Macaca fascicularis,1,Primates,Malaria,Plasmodium vivax
Macaca fascicularis,1,Primates,Melioidosis,Burkholderia pseudomallei
Macaca fascicularis,1,Primates,Microsporidiosis,Enterocytozoon bieneusi
Macaca fascicularis,1,Primates,Toxoplasmosis,Toxoplasma gondii
Macaca fascicularis,1,Primates,Tuberculosis,Mycobacterium bovis
Macaca fascicularis,1,Primates,Tularemia,Francisella tularensis
Macaca fuscata,1,Primates,Balantidiasis,Balantidium coli
Macaca fuscata,1,Primates,Echinococcosis - multilocular,Echinococcus multilocularis
Macaca fuscata,1,Primates,Gongylonemiasis,Gongylonema sp.
Macaca fuscata,1,Primates,Herpes B infection,Herpes B virus
Macaca fuscata,1,Primates,Japanese encephalitis,Japanese encephalitis virus
Macaca fuscata,1,Primates,Strongyloidiasis,Strongyloides sp.
Macaca hecki,0,Primates,,
Macaca leonina,1,Primates,Chikungunya,Chikungunya virus
Macaca leonina,1,Primates,Dengue,Dengue virus
Macaca leonina,1,Primates,Japanese encephalitis,Japanese encephalitis virus
Macaca maura,0,Primates,,
Macaca mulatta,1,Primates,Balantidiasis,Balantidium coli
Macaca mulatta,1,Primates,Bartonellosis - other systemic,Bartonella quintana
Macaca mulatta,1,Primates,Cryptosporidiosis,Cryptosporidium spp.
Macaca mulatta,1,Primates,Giardiasis,Giardia duodenalis
Macaca mulatta,1,Primates,Hepatitis E,hepatitis E Virus
Macaca mulatta,1,Primates,Herpes B infection,Herpes B virus
Macaca mulatta,1,Primates,Listeriosis,Listeria monocytogenes
Macaca mulatta,1,Primates,Melioidosis,Burkholderia pseudomallei
Macaca mulatta,1,Primates,Microsporidiosis,Enterocytozoon bieneusi
Macaca mulatta,1,Primates,Trypanosomiasis - American,Trypanosoma cruzi
Macaca mulatta,1,Primates,Tuberculosis,Mycobacterium bovis
Macaca mulatta,1,Primates,Tularemia,Francisella tularensis
Macaca mulatta,1,Primates,West Nile fever,West Nile virus
Macaca nemestrina,1,Primates,Chikungunya,Chikungunya virus
Macaca nemestrina,1,Primates,Dengue,Dengue virus
Macaca nemestrina,1,Primates,Japanese encephalitis,Japanese encephalitis virus
Macaca nemestrina,1,Primates,Melioidosis,Burkholderia pseudomallei
Macaca nemestrina,1,Primates,West Nile fever,West Nile virus
Macaca nigra,1,Primates,Echinococcosis - multilocular,Echinococcus multilocularis
Macaca nigrescens,0,Primates,,
Macaca ochreata,0,Primates,,
Macaca pagensis,0,Primates,,
Macaca radiata,1,Primates,Herpes B infection,Herpesvirus simiae
Macaca radiata,1,Primates,Kyasanur Forest disease,Tick-borne encephalitis virus
Macaca siberu,0,Primates,,
Macaca silenus,1,Primates,Trypanosomiasis - American,Trypanosoma cruzi
Macaca sinica,1,Primates,Bunyaviridae infections - misc.,Orthobunyavirus Bunyamwera orthobunyavirus
Macaca sinica,1,Primates,Chandipura and Vesicular stomatitis viruses,Chandipura virus
Macaca sinica,1,Primates,Dengue,Dengue virus
Macaca sylvanus,1,Primates,Tick-borne encephalitis,Tick-borne encephalitis virus
Macaca sylvanus,1,Primates,Vaccinia and cowpox,Cowpox virus
Macaca sylvanus,1,Primates,West Nile fever,West Nile virus
Macaca thibetana,0,Primates,,
Macaca tonkeana,0,Primates,,
Mandrillus leucophaeus,1,Primates,Paragonimiasis,Paragonimus africanus
Mandrillus sphinx,1,Primates,West Nile fever,West Nile virus
Mandrillus sphinx,1,Primates,Yellow fever,yellow fever virus
Miopithecus ogouensis,0,Primates,,
Miopithecus talapoin,0,Primates,,
Nasalis larvatus,0,Primates,,
Nomascus concolor,0,Primates,,
Nomascus gabriellae,0,Primates,,
Nomascus hainanus,0,Primates,,
Nomascus leucogenys,0,Primates,,
Nomascus siki,0,Primates,,
Nycticebus bengalensis,0,Primates,,
Nycticebus coucang,0,Primates,,
Nycticebus pygmaeus,0,Primates,,
Oreonax flavicauda,0,Primates,,
Otolemur crassicaudatus,0,Primates,,
Otolemur garnettii,0,Primates,,
Otolemur monteiri,0,Primates,,
Pan paniscus,0,Primates,,
Pan troglodytes,1,Primates,Anthrax,Bacillus anthracis
Pan troglodytes,1,Primates,Ascariasis,Ascaris lumbricoides
Pan troglodytes,1,Primates,Balantidiasis,Balantidium coli
Pan troglodytes,1,Primates,Bertiella and Inermicapsifer,Bertiella studeri
Pan troglodytes,1,Primates,Cryptosporidiosis,Cryptosporidium
Pan troglodytes,1,Primates,Cyclosporiasis,Cyclospora sp.
Pan troglodytes,1,Primates,Giardiasis,Giardia sp.
Pan troglodytes,1,Primates,Hepatitis B,hepatitis B virus
Pan troglodytes,1,Primates,Hymenolepis diminuta infection,Hymenolepis sp.
Pan troglodytes,1,Primates,Melioidosis,Burkholderia pseudomallei
Pan troglodytes,1,Primates,Oesophagostomiasis,Oesophagostomum sp.
Papio anubis,1,Primates,Ascariasis,Ascaris lumbricoides
Papio anubis,1,Primates,Balantidiasis,Balantidium coli
Papio anubis,1,Primates,Cryptosporidiosis,Cryptosporidium sp.
Papio anubis,1,Primates,Hymenolepis nana infection,Hymenolepis sp.
Papio anubis,1,Primates,Leishmaniasis - cutaneous,Leishmania major
Papio anubis,1,Primates,Oesophagostomiasis,Oesophagostomum sp.
Papio anubis,1,Primates,Schistosomiasis - mansoni,Schistosoma sp.
Papio anubis,1,Primates,Strongyloidiasis,Strongyloides sp.
Papio cynocephalus,1,Primates,Balantidiasis,Balantidium coli
Papio cynocephalus,1,Primates,Bertiella and Inermicapsifer,Bertiella studeri
Papio cynocephalus,1,Primates,Leishmaniasis - cutaneous,Leishmania major
Papio cynocephalus,1,Primates,Schistosomiasis - mansoni,Schistosoma sp.
Papio hamadryas,1,Primates,Schistosomiasis - mansoni,Schistosoma mansoni
Papio papio,1,Primates,Ascariasis,Ascaris spp.
Papio papio,1,Primates,Balantidiasis,Balantidium coli
Papio ursinus,1,Primates,Bertiella and Inermicapsifer,Bertiella studeri
Papio ursinus,1,Primates,Hepatitis B,Hepatitis B virus
Papio ursinus,1,Primates,Oesophagostomiasis,Oesophagostomum sp.
Papio ursinus,1,Primates,Strongyloidiasis,Strongyloides sp.
Papio ursinus,1,Primates,Tuberculosis,Mycobacterium tuberculosis
Perodicticus potto,0,Primates,,
Phaner electromontis,0,Primates,,
Phaner furcifer,0,Primates,,
Phaner pallescens,0,Primates,,
Phaner parienti,0,Primates,,
Piliocolobus badius,0,Primates,,
Piliocolobus foai,0,Primates,,
Piliocolobus gordonorum,0,Primates,,
Piliocolobus kirkii,0,Primates,,
Piliocolobus pennantii,0,Primates,,
Piliocolobus preussi,0,Primates,,
Piliocolobus rufomitratus,0,Primates,,
Piliocolobus tephrosceles,0,Primates,,
Piliocolobus tholloni,0,Primates,,
Pithecia aequatorialis,0,Primates,,
Pithecia albicans,0,Primates,,
Pithecia irrorata,1,Primates,Leishmaniasis - visceral,Leishmania sp.
Pithecia monachus,0,Primates,,
Pithecia pithecia,1,Primates,Malaria,Plasmodium brasilianum
Pithecia pithecia,1,Primates,Mayaro,Mayaro virus
Pithecia pithecia,1,Primates,Yellow fever,Yellow fever virus
Pongo abelii,0,Primates,,
Pongo pygmaeus,1,Primates,Balantidiasis,Balantidium coli
Pongo pygmaeus,1,Primates,Campylobacteriosis,Campylobacter sp.
Pongo pygmaeus,1,,Cryptosporidiosis,Cryptosporidium
Pongo pygmaeus,1,,Giardiasis,Giardia intestinalis
Pongo pygmaeus,1,Primates,Ebola,Ebola virus
Pongo pygmaeus,1,Primates,Hepatitis B,Hepatitis B virus
Pongo pygmaeus,1,Primates,Marburg virus disease,Marburg virus
Pongo pygmaeus,1,Primates,Strongyloidiasis,
Pongo pygmaeus,1,Primates,Tularemia,Francisella tularensis
Presbytis chrysomelas,0,Primates,,
Presbytis comata,0,Primates,,
Presbytis femoralis,0,Primates,,
Presbytis frontata,0,Primates,,
Presbytis hosei,0,Primates,,
Presbytis melalophos,0,Primates,,
Presbytis natunae,0,Primates,,
Presbytis potenziani,0,Primates,,
Presbytis rubicunda,0,Primates,,
Presbytis siamensis,0,Primates,,
Presbytis thomasi,0,Primates,,
Procolobus verus,0,Primates,,
Prolemur simus,0,Primates,,
Propithecus coquereli,0,Primates,,
Propithecus deckenii,0,Primates,,
Propithecus diadema,0,Primates,,
Propithecus edwardsi,0,Primates,,
Propithecus perrieri,0,Primates,,
Propithecus tattersalli,0,Primates,,
Propithecus verreauxi,0,Primates,,
Pseudopotto martini,0,Primates,,
Pygathrix cinerea,0,Primates,,
Pygathrix nemaeus,0,Primates,,
Pygathrix nigripes,0,Primates,,
Rhinopithecus avunculus,0,Primates,,
Rhinopithecus bieti,0,Primates,,
Rhinopithecus brelichi,0,Primates,,
Rhinopithecus roxellana,0,Primates,,
Saguinus bicolor,0,Primates,,
Saguinus fuscicollis,0,Primates,,
Saguinus geoffroyi,1,Primates,Angiostrongyliasis,Angiostrongylus cantonensis
Saguinus graellsi,0,Primates,,
Saguinus imperator,1,Primates,Leishmaniasis - visceral,Leishmania sp.
Saguinus inustus,0,Primates,,
Saguinus labiatus,0,Primates,,
Saguinus leucopus,0,Primates,,
Saguinus martinsi,0,Primates,,
Saguinus melanoleucus,0,Primates,,
Saguinus midas,1,Primates,Malaria,Plasmodium spp.
Saguinus midas,1,Primates,Mayaro,Mayaro virus
Saguinus midas,1,Primates,Yellow fever,Yellow fever virus
Saguinus mystax,1,Primates,Angiostrongyliasis - abdominal,Angiostrongylus costaricensis
Saguinus niger,0,Primates,,
Saguinus nigricollis,0,Primates,,
Saguinus oedipus,0,Primates,,
Saguinus pileatus,0,Primates,,
Saguinus tripartitus,0,Primates,,
Saimiri boliviensis,1,Primates,Trypanosomiasis - American,Trypanosoma cruzi
Saimiri oerstedii,0,Primates,,
Saimiri sciureus,1,,Cryptosporidiosis,Cryptosporidium spp.
Saimiri sciureus,1,,Giardiasis,Giardia intestinalis
Saimiri sciureus,1,Primates,Leptospirosis,Leptospira interrogans
Saimiri sciureus,1,Primates,Mayaro,Mayaro virus
Saimiri sciureus,1,Primates,Toxoplasmosis,Toxoplasma gondii
Saimiri sciureus,1,Primates,Tuberculosis,Mycobacterium tuberculosis
Saimiri sciureus,1,Primates,Yersiniosis,Yersinia pseudotuberculosis
Saimiri ustus,0,Primates,,
Saimiri vanzolinii,0,Primates,,
Semnopithecus ajax,0,Primates,,
Semnopithecus dussumieri,0,Primates,,
Semnopithecus entellus,1,Primates,Kyasanur Forest disease,Flavivirus Tick-borne encephalitis virus
Semnopithecus hector,0,Primates,,
Semnopithecus hypoleucos,0,Primates,,
Semnopithecus priam,0,Primates,,
Semnopithecus schistaceus,0,Primates,,
Simias concolor,0,Primates,,
Symphalangus syndactylus,0,Primates,,
Tarsius bancanus,0,Primates,,
Tarsius dentatus,0,Primates,,
Tarsius pelengensis,0,Primates,,
Tarsius pumilus,0,Primates,,
Tarsius sangirensis,0,Primates,,
Tarsius syrichta,0,Primates,,
Tarsius tarsier,0,Primates,,
Theropithecus gelada,0,Primates,,
Trachypithecus auratus,0,Primates,,
Trachypithecus barbei,0,Primates,,
Trachypithecus cristatus,1,Primates,Dengue,Dengue virus
Trachypithecus cristatus,1,Primates,Filariasis,Wuchereria bancrofti
Trachypithecus delacouri,0,Primates,,
Trachypithecus ebenus,0,Primates,,
Trachypithecus francoisi,0,Primates,,
Trachypithecus geei,0,Primates,,
Trachypithecus germaini,0,Primates,,
Trachypithecus hatinhensis,0,Primates,,
Trachypithecus johnii,0,Primates,,
Trachypithecus laotum,0,Primates,,
Trachypithecus obscurus,0,Primates,,
Trachypithecus phayrei,0,Primates,,
Trachypithecus pileatus,0,Primates,,
Trachypithecus poliocephalus,0,Primates,,
Trachypithecus shortridgei,0,Primates,,
Trachypithecus vetulus,0,Primates,,
Varecia rubra,1,Primates,Toxoplasmosis,Toxoplasma gondii
Varecia variegata,1,Primates,Ehrlichiosis - human monocytic,Ehrlichia chaffeensis
Varecia variegata,1,Primates,Toxoplasmosis,Toxoplasma gondii
