ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,ParasiteCorrectedName.updated,ParasiteReportedName,XC_ZooScore,Type,ParPhylum,ParClass,ParOrder,ParFamily,intra_extra,spec_confd_int,ref_int,site_raw,site_system,spec_confd_site,ref_site,geo_dist,spec_confd_geo,ref_geo,dom_host,spec_confd_dom_host,ref_dom_host,dom_hostname,spec_confd_dom_hostname,ref_dom_hostname,flagella,spec_confd_flag,ref_flag,cyst,spec_confd_cyst,ref_cyst,sexual,spec_confd_sex,ref_sex,transmission,spec_confd_trans,ref_trans,other_host,spec_confd_other,ref_other,note
Eimeria hreindyria,Eimeria hreindyria,Eimeria hreindyria n. sp,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,no,species,Skírnisson and Cuyler 2015,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",reindeer,species,Skírnisson and Cuyler 2015,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria ictidea,Eimeria ictidea,Eimeria Ictidea,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,no,species,not reported anywhere,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977","skunks, ferrets",species,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria kamoshika,Eimeria kamoshika,Eimeria kamoshika,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,Japan,species,Inoue 1989,no,species,Inoue 1989,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",Japanese Serow,species,Inoue 1898,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria macusaniensis,Eimeria macusaniensis,Eimeria macusaniensis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,species,SciQuest ,no,species,SciQuest,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977","llamas, alpacas, guanacos, vicunas",genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria madisonensis,Eimeria madisonensis,Eimeria madisonensis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria mayeri,Eimeria mayeri,Eimeria mayeri,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,no,species,Skírnisson and Cuyler 2015,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",reindeer,species,Skírnisson and Cuyler 2015,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria mccordocki,Eimeria mccordocki,Eimeria mccordocki,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria melis,Eimeria melis,Eimeria melis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria mephitidis,Eimeria mephitidis,Eimeria mephitidis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria nuttalli,Eimeria nuttalli,Eimeria Nuttalli,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria odocoilei,Eimeria odocoilei,Eimeria odocoilei,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria pachylepyron,Eimeria pachylepyron,Eimeria pachylepyron,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria rangiferis,Eimeria rangiferis,Eimeria rangiferis n. sp,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,no,species,Skírnisson and Cuyler 2015,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",reindeer,species,Skírnisson and Cuyler 2015,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria serowi,Eimeria serowi,Eimeria serowi,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,Japan,species,Inoue 1989,no,species,Inoue 1989,NA,NA,NA,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",Japanese Serow,species,Inoue 1898,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria vulpis,Eimeria vulpis,Eimeria vulpis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,gut,digestive,genus,Aikawa & Sterling 1974 pg. 42,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"enivorment, cysts",genus,"Aikawa & Sterling 1974, Gutteridge & Coombs 1977",no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Eimeria zuernii,Eimeria zuernii,Eimeria zuernii,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Aikawa & Sterling 1974 pg. 42,"small intestine, large intestine",digestive,genus,Aikawa & Sterling 1974 pg. 43,worldwide,genus,Gutteridge & Coombs 1977 pg. 5,yes,species,Wikipedia,cattle,species,Wikipedia,no,genus,Wikipedia,yes,genus,Gutteridge & Coombs 1977,yes,genus,Aikawa & Sterling 1974 pg. 49,"Oocysts excreted with host faeces contaminate the external environment, but they must undergo internal sporulation (sporozoite formation) before they become infective. New hosts are infected when they ingest sporulated oocysts contaminating food or water supplies (faecal-oral transmission). Following ingestion, oocysts and sporocysts excyst in the intestines releasing their contained sporozoites which invade host cells to begin merogony. Excystation stimuli include appropriate post-gastric physico-chemical conditions, such as oxygen levels, pH, bile salts, pancreatic enzymes, etc.",genus,https://parasite.org.au/para-site/text/eimeria-text.html,no,genus,Aikawa & Sterling 1974 pg. 42,"Eimeria: development in single host and oocysts pass into environment. In vertebrates, mostly in epithelial cells like gut (Aikawa, 42); Eimeria are monoxenes (having only one host)"
Elyplastron bubali,Elyplastron bubali,Elyplastron bubali,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,NF,NA,NA,gut,digestive,species,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2028.2007.00822.x,NF,NA,NA,NF,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,
Endolimax nana,Endolimax nana,Endolimax nana,0,Amoeba,Amoebozoa,Archamoebae,Mastigamoebida,Mastigamoebidae,0,genus,Vaccaro 2000,gut,digestive,genus,Vaccaro 2000,worldwide,species,Paulsen and Stensvold 2016,no,genus,Paulsen and Stensvold 2016,NA,NA,NA,no,species,Paulsen and Stensvold 2016,yes,genus,Paulsen and Stensvold 2016,no,species,Paulsen and Stensvold 2016,"fecal-oral, ingestion, cysts",species,Paulsen and Stensvold 2016,humans,species,Paulsen and Stensvold 2016,
Entamoeba chattoni,Entamoeba chattoni,Entamoeba chattoni,1,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2000,"gut, liver, mouth",digestive,genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,,,,yes,genus,Gutteridge & Coombs 1977,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",,,,
Entamoeba coli,Entamoeba coli,Entamoemba coli,3,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2000,"gut, liver, mouth",digestive,genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,,,,yes,genus,Gutteridge & Coombs 1977,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",,,,
Entamoeba dispar,Entamoeba dispar,Entamoeba dispar,0,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2000,"gut, liver, mouth",digestive,genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,,,,yes,genus,Gutteridge & Coombs 1977,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",,,,
Entamoeba hartmanni,Entamoeba hartmanni,Entamoeba hartmannii,0,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2000,"gut, liver, mouth",digestive,genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,,,,yes,genus,Gutteridge & Coombs 1977,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",,,,
Entamoeba histolytica,,,0,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2001,"gut, liver, mouth",digestive,genus,Vaccaro 2001,tropics,genus,Gutteridge & Coombs 1977 pg. 6,,,,,,,,,,yes,genus,Gutteridge & Coombs 1978,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1978",,,,
Entamoeba polecki,Entamoeba polecki,Entamoeba polecki,0,Amoeba,Sarcomastigophora,Lobosea,Amoebida,Endamoebidae,0,genus,Vaccaro 2000,"gut, liver, mouth",digestive,genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,,,,yes,genus,Gutteridge & Coombs 1977,,,,"ingestion, cysts",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",,,,
Entodinium bicornutum,Entodinium bicornutum,Entodinium bicornutum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodinium bursa,Entodinium bursa,Entodinium bursa,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodinium caudatum,Entodinium caudatum,Entodiunium caudatum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodinium dubardi,Entodinium dubardi,Entodinium dubardi,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodinium furca,Entodinium furca,Entodinium furca,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entodinium minimum,Entodinium minimum,Entodinium minimum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entopolypoides macaci,Entopolypoides macaci,Entopolypoides macaci,-1,Sporozoan,Apicomplexa,Aconoidasida,Achromatorida,Babesiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidinium bulbiferum,Epidinium bulbiferum,Epidinium bulbiferum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidinium caudatum,Epidinium caudatum,Epidinium caudatum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidinium gigas,Epidinium gigas,Epidinium gigas,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eudiplodinium maggi,Eudiplodinium maggi,Eudiplodinium maggi,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giardia intestinalis,Giardia intestinalis,Giardia Lamblia,0,Flagellate,Sarcomastigophora,Zoomastigophora,Diplomonadida,Hexamitidae,0,genus,Vaccaro 2000,gut,digestive,genus,Vaccaro 2000,,,,,,,,,,,,,,,,,,,ingestion,,Vaccaro 2000,,,,
Hepatocystis cercopitheci,Hepatocystis cercopitheci,Hepatocystis cercopitheci,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocystis foleyi,Hepatocystis foleyi,Plasmodium foleyi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocystis kochi,Hepatocystis kochi,Hepatocystes kochi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocystis semnopitheci,Hepatocystis semnopitheci,Hepatocystis semnopitheci,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocystis simiae,Hepatocystis simiae,Hepatocystis simiae,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocystis taiwanensis,Hepatocystis taiwanensis,Hepatocystis taiwanensis,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon americanum,Hepatozoon americanum,Hepatozoon americanum,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon canis,Hepatozoon canis,Hepatozoon Canis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-1,Hepatozoon JM-1,Hepatozoon sp. JM-1,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-2,Hepatozoon JM-2,Hepatozoon sp. JM-2,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-3,Hepatozoon JM-3,Hepatozoon sp. JM-3,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-4,Hepatozoon JM-4,Hepatozoon sp. JM-4,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,"goat (int), dog (final)",,,,,,,,,,,,,,,,,,
Hepatozoon JM-5,Hepatozoon JM-5,Hepatozoon sp. JM-5,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-6,Hepatozoon JM-6,Hepatozoon sp. JM-6,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-7,Hepatozoon JM-7,Hepatozoon sp. JM-7,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon JM-8,Hepatozoon JM-8,Hepatozoon sp. JM-8,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatozoon procyonis,Hepatozoon procyonis,Hepatozoon procyonis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Hepatozoidae,1,,Ewing 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iodamoeba butschlii,Iodamoeba butschlii,Iodameoba buetschlii,0,Amoeba,Amoebozoa,Archamoebae,Entamoebida,Entamoebidae,0,genus,Vaccaro 2000,gut,digestive,genus,Vaccaro 2000,,,,,,,,,,,,,,,,,,,ingestion,,Vaccaro 2000,,,,
Isospora arctopitheci,Isospora arctopitheci,Isospora arctopitheci,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora canis,Cystoisospora canis,Isospora canis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora cebi,Isospora cebi,Isospora cebi,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora endocallimici,Isospora endocallimici,Isospora endocallimici,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora lutrae,Isospora lutrae,Isospora lutrae,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora melis,Isospora melis,Isospora melis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora papionis,Isospora papionis,Isospora papionis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora saimirae,Isospora saimirae,Isospora saimirae,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora sengeri,Isospora sengeri,Isospora sengeri,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora spilogales,Isospora spilogales,Isospora spilogales,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
Isospora vulpis,Isospora vulpis,Isospora vulpis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Eimeriidae,1,genus,Lindsay et al. 1997,intestinal villi (gut),digestive,genus,Fantham 1915,,,,,,,,,,no,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,yes,genus,Lindsay et al. 1997,"fecal-oral, ingestion, cysts",genus,Lindsay et al. 1997,,,,
