"","protname","prot_degree","prot_normalised.degree","prot_species.specificity.index","prot_betweenness","prot_weighted.betweenness","prot_closeness","prot_weighted.closeness","prot_proportional.generality","mean_host_degree","mean_host_normalised.degree","mean_host_species.specificity.index","mean_host_betweenness","mean_host_weighted.betweenness","mean_host_closeness","mean_host_weighted.closeness","mean_host_proportional.generality"
"104","Plasmodium pitheci",1,0.00223713646532438,1,0,0,0.000451356801419932,0.000200558960724672,0.00460789002561614,23,0.0115115115115115,0.207362681143431,0.0040088280695734,3.54822320902063e-06,0.00262610746067337,0.00117877907075495,0.0211972911486932
"105","Plasmodium reichenowi",2,0.00447427293064877,0.706313615730871,3.02103983805971e-05,2.76491155694679e-06,0.000530357620107865,0.000284334161636185,0.00921578005123228,61.5,0.0307807807807807,0.126291641291977,0.0148401136753111,0.0185437306907484,0.00297640348974963,0.0013533472396926,0.0566797132888971
"106","Plasmodium schwetzi",2,0.00447427293064877,0.706313615730871,3.02103983805971e-05,2.76491155694679e-06,0.000530357620107865,0.000284334161636185,0.00921578005123228,61.5,0.0307807807807807,0.126291641291977,0.0148401136753111,0.0185437306907484,0.00297640348974963,0.0013533472396926,0.0566797132888971
"107","Plasmodium shortii",2,0.00447427293064877,0.706313615730871,1.20359748025528e-05,0,0.000471057120385511,0.000217420770235078,0.00921578005123228,12,0.006006006006006,0.309479159326797,0.00289238956462655,0.00112936396519917,0.00242803664372428,0.00106559515202818,0.0110594562514921
"108","Plasmodium simiovale",1,0.00223713646532438,1,0,0,0.00046960589983556,0.000201002927538023,0.00460789002561614,17,0.00850850850850851,0.241562071181929,0.0049441055546303,0.00224342799192105,0.00271334764072286,0.00125087643309274,0.0156675630229472
"109","Plasmodium simium",4,0.00894854586129754,0.498315548272602,0.000238140197414271,6.56204444046763e-06,0.000508199296335808,0.000285669972059148,0.0184315601024646,18.25,0.00913413413413413,0.263233497340795,0.00849413551858232,0.0171270449139702,0.00259205708427651,0.00110622171618058,0.0168195897158109
"110","Plasmodium vivax",4,0.00894854586129754,0.498315548272602,0.000706151057025992,4.68350459740797e-05,0.000552098717971812,0.000292601071674853,0.0184315601024646,43.25,0.0216466466466466,0.1693653199655,0.015745403708934,0.0271448902222771,0.00290362915588182,0.00128219379485015,0.0398601235730861
"111","Plasmodium youngi",1,0.00223713646532438,1,0,0,0.000385861403974977,0.000182732096495364,0.00460789002561614,7,0.0035035035035035,0.377396247471665,0.0077665919558224,0.00317739130499946,0.00227536632863768,0.00095618074082477,0.00645134948003707
"112","Retortamonas intestinalis",3,0.00671140939597315,0.57605430735515,8.15523765230647e-05,8.23374397473124e-07,0.00047525658985193,0.000267531826685894,0.0138236700768484,18.3333333333333,0.00917584250917584,0.233626203524598,0.00216667433111973,5.67205115891991e-05,0.00258723513554928,0.00124506935072568,0.0168963914953352
"113","Sarcocystis alceslatrans",1,0.00223713646532438,1,0,0,0.000521713787707222,0.000205308221161633,0.00460789002561614,55,0.0275275275275275,0.13300440451755,0.00712381422748824,0.000217045016451404,0.00308901453848698,0.00150301765391488,0.0506891744860055
"114","Sarcocystis americana",1,0.00223713646532438,1,0,0,0.000508471400188924,0.000204117448749433,0.00460789002561614,59,0.0295295295295295,0.128284405610795,0.00395398945447856,1.13656685831349e-05,0.00297328776903358,0.00150993596319601,0.0543756599031696
"115","Sarcocystis arctosi",1,0.00223713646532438,1,0,0,0.000489242727902079,0.000202113472967542,0.00460789002561614,19,0.00950950950950951,0.228379471807638,0.0018659743489,4.49333470149576e-06,0.00289673006001056,0.0013613633323928,0.0175108057315292
"116","Sarcocystis arieticanis",1,0.00223713646532438,1,0,0,0.000458513132756876,0.000198521515497898,0.00460789002561614,26,0.013013013013013,0.194884701794593,0.000396877467154816,0,0.00248278430773493,0.00141268611557595,0.0239621552115663
"117","Sarcocystis axicuonis",2,0.00447427293064877,0.706313615730871,0.000292076888432383,0,0.000459238743031851,0.000199521796321264,0.00921578005123228,11.5,0.00575575575575576,0.364001883654375,0.00337787081017037,0.000647655763053254,0.00214058915252041,0.000973653798424526,0.0105986455743466
"118","Sarcocystis camelopardalis",1,0.00223713646532438,1,0,0,0.000503709582759398,0.000204058424639064,0.00460789002561614,26,0.013013013013013,0.194884701794593,0.00238103631881707,2.89345775284935e-06,0.00289673006001056,0.00139964784626054,0.0239621552115663
"119","Sarcocystis capracanis",1,0.00223713646532438,1,0,0,0.000458513132756876,0.000198521515497898,0.00460789002561614,26,0.013013013013013,0.194884701794593,0.000396877467154816,0,0.00248278430773493,0.00141268611557595,0.0239621552115663
"120","Sarcocystis capreolicanis",1,0.00223713646532438,1,0,0,0.000553368535953019,0.000208135001442269,0.00460789002561614,146,0.0730730730730731,0.0796993961334759,0.0172897439811684,0.134339936655935,0.00323856913285754,0.00157995932735151,0.134556717726487
"121","Sarcocystis danzani",1,0.00223713646532438,1,0,0,0.000363594238661673,0.000189551830639711,0.00460789002561614,5,0.0025025025025025,0.446765485572294,0,0,0.00191661334333213,0.000583954750652304,0.00460810677145505
"122","Sarcocystis dubeyella",1,0.00223713646532438,1,0,0,0.000445905654229181,0.000199224217600925,0.00460789002561614,48,0.024024024024024,0.142628939986886,0.0025510387834228,0.00177853978707517,0.00250503945570674,0.00141801067359452,0.0442378250059684
"123","Sarcocystis elegans",1,0.00223713646532438,1,0,0,0.00041216477644283,0.000186953320911419,0.00460789002561614,16,0.00800800800800801,0.249059321886831,0.00278539645397384,0.00369493960289068,0.00244984668873665,0.00101147524980045,0.0147459416686562
"124","Sarcocystis felis",1,0.00223713646532438,1,0,0,0.000495138311386253,0.000202838649486278,0.00460789002561614,34,0.017017017017017,0.170075693599958,0.0113172266775431,0.00247590027737406,0.0030177980649772,0.00140609242242978,0.0313351260458943
"125","Sarcocystis fusiformis",1,0.00223713646532438,1,0,0,0.000523255709541545,0.00020434029337357,0.00460789002561614,86,0.043043043043043,0.105512930665269,0.00835211470365179,0.00239040093922541,0.00312462277524188,0.00152073549568475,0.0792594364690268
"126","Sarcocystis gazellae",1,0.00223713646532438,1,0,0,0.000451257030007123,0.000198695461667855,0.00460789002561614,44,0.022022022022022,0.149123781832434,0.00152404297168365,0.000487100082134352,0.00252640439775967,0.00138492550054052,0.0405513395888044
"127","Sarcocystis giraffae",1,0.00223713646532438,1,0,0,0.000503709582759398,0.000204058424639064,0.00460789002561614,26,0.013013013013013,0.194884701794593,0.00238103631881707,2.89345775284935e-06,0.00289673006001056,0.00139964784626054,0.0239621552115663
"128","Sarcocystis grueneri",2,0.00447427293064877,0.706313615730871,8.74597510476306e-06,1.6386167021317e-07,0.000557177989896639,0.000285961682295994,0.00921578005123228,105,0.0525525525525525,0.101355943907434,0.0104813218822297,0.067416898034745,0.00312818359891737,0.00155746787998163,0.0967702422005558
"129","Sarcocystis hemioni",1,0.00223713646532438,1,0,0,0.000508471400188924,0.000204117448749433,0.00460789002561614,59,0.0295295295295295,0.128284405610795,0.00395398945447856,1.13656685831349e-05,0.00297328776903358,0.00150993596319601,0.0543756599031696
"130","Sarcocystis hemionilatrantis",1,0.00223713646532438,1,0,0,0.000508471400188924,0.000204117448749433,0.00460789002561614,59,0.0295295295295295,0.128284405610795,0.00395398945447856,1.13656685831349e-05,0.00297328776903358,0.00150993596319601,0.0543756599031696
"131","Sarcocystis hominis",1,0.00223713646532438,1,0,0,0.000515954256149606,0.000204658853614375,0.00460789002561614,58,0.029029029029029,0.129418939200451,0.00562254541508928,0.0159932174971274,0.00305162588989435,0.00148448132014857,0.0534540385488785
"132","Sarcocystis kirkpatricki",1,0.00223713646532438,1,0,0,0.000557903600171614,0.000211337476646167,0.00460789002561614,163,0.0815815815815816,0.075081890568,0.0361607883231184,0.0466763360385458,0.00342195155214524,0.00153591793758762,0.150224280749435
"133","Sarcocystis klaseriensis",1,0.00223713646532438,1,0,0,0.000503709582759398,0.000204058424639064,0.00460789002561614,26,0.013013013013013,0.194884701794593,0.00238103631881707,2.89345775284935e-06,0.00289673006001056,0.00139964784626054,0.0239621552115663
"134","Sarcocystis melampi",1,0.00223713646532438,1,0,0,0.000518720645322949,0.000204710652229232,0.00460789002561614,82,0.041041041041041,0.108168745696651,0.0067296699786375,0.0352864711413631,0.00291453417838801,0.00150271691472318,0.0755729510518628
"135","Sarcocystis mephitisi",1,0.00223713646532438,1,0,0,0.000502938621842237,0.000202985693984311,0.00460789002561614,39,0.0195195195195195,0.158597333794786,0.0029035913281908,0.00161253957729394,0.00298575065189779,0.00142806279369348,0.0359432328173494
"136","Sarcocystis mongolica",1,0.00223713646532438,1,0,0,0.000363594238661673,0.000189551830639711,0.00460789002561614,5,0.0025025025025025,0.446765485572294,0,0,0.00191661334333213,0.000583954750652304,0.00460810677145505
"137","Sarcocystis neurona",7,0.0156599552572707,0.375413502535498,0.00100158290528921,0.000137278944875493,0.000597812165295254,0.000390853536649157,0.032255230179313,56.2857142857143,0.0281710281710282,0.182739197931231,0.00829710892683654,0.0123998358437424,0.00298829409738029,0.00135655679389387,0.0518741162272369
"138","Sarcocystis odocoileocanis",1,0.00223713646532438,1,0,0,0.000530874617428785,0.000205879048138432,0.00460789002561614,92,0.046046046046046,0.10185409681368,0.014661145740568,0.00694997549363207,0.00315310936464579,0.0015339238793105,0.0847891645947729
"139","Sarcocystis phacochoeri",1,0.00223713646532438,1,0,0,0.000445905654229181,0.000199224217600925,0.00460789002561614,48,0.024024024024024,0.142628939986886,0.0025510387834228,0.00177853978707517,0.00250503945570674,0.00141801067359452,0.0442378250059684
"140","Sarcocystis rangi",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"141","Sarcocystis sebeki",1,0.00223713646532438,1,0,0,0.000504208439823444,0.000203275123786918,0.00460789002561614,47,0.0235235235235235,0.144175236768601,0.00513289095000193,0.00011896374638878,0.00298931147557328,0.00146501979255743,0.0433162036516774
"142","Sarcocystis tarandivulpes",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"143","Sarcocystis ursusi",1,0.00223713646532438,1,0,0,0.000512825061838775,0.000204203659306625,0.00460789002561614,48,0.024024024024024,0.142628939986886,0.00477454298554496,5.09997949243232e-06,0.00305340630173209,0.00146762232843989,0.0442378250059684
"144","Sarcocystis woodhousei",1,0.00223713646532438,1,0,0,0.000451257030007123,0.000198695461667855,0.00460789002561614,44,0.022022022022022,0.149123781832434,0.00152404297168365,0.000487100082134352,0.00252640439775967,0.00138492550054052,0.0405513395888044
"145","Sarcocystis youngi",1,0.00223713646532438,1,0,0,0.000508471400188924,0.000204117448749433,0.00460789002561614,59,0.0295295295295295,0.128284405610795,0.00395398945447856,1.13656685831349e-05,0.00297328776903358,0.00150993596319601,0.0543756599031696
"146","Theileria annae",1,0.00223713646532438,1,0,0,0.000545296121643919,0.000206118325891765,0.00460789002561614,147,0.0735735735735736,0.0794064004472872,0.0178739696971606,0.097757706844756,0.00324034954469528,0.00155428774363273,0.135478339080778
"147","Theileria bicornis",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"148","Theileria buffeli",1,0.00223713646532438,1,0,0,0.000514820490094957,0.000205198513945507,0.00460789002561614,57,0.0285285285285285,0.130582899454402,0.00488906885887681,0.00730694283373809,0.00299465271108652,0.00149820812659575,0.0525324171945875
"149","Theileria cervi",6,0.0134228187919463,0.405953453339206,0.000419021599015269,6.37344104065776e-05,0.000587744322729972,0.000367955825665857,0.0276473401536968,71.3333333333333,0.0357023690357024,0.133976467005644,0.0093013500833043,0.0250039802143158,0.00291586948726632,0.00149046593912984,0.0657423232727586
"150","Theileria mutans",1,0.00223713646532438,1,0,0,0.000514820490094957,0.000205198513945507,0.00460789002561614,57,0.0285285285285285,0.130582899454402,0.00488906885887681,0.00730694283373809,0.00299465271108652,0.00149820812659575,0.0525324171945875
"151","Theileria parva",1,0.00223713646532438,1,0,0,0.000514820490094957,0.000205198513945507,0.00460789002561614,57,0.0285285285285285,0.130582899454402,0.00488906885887681,0.00730694283373809,0.00299465271108652,0.00149820812659575,0.0525324171945875
"152","Toxoplasma gondii",81,0.181208053691275,0.100653899281769,0.0874041769475807,0.270179755132543,0.000862569214376857,0.000457763225795902,0.373239092074907,38.8024691358025,0.0194206552231243,0.208894510136268,0.00652666609405664,0.009304510291392,0.00293558040474159,0.00136595726929147,0.0357611841547734
"153","Trichomonas intestinalis",1,0.00223713646532438,1,0,0,0.000403774907638429,0.000189957930749259,0.00460789002561614,18,0.00900900900900901,0.234696876706751,0.00143633600825329,7.95557601401132e-05,0.00253708686878614,0.00131678728512122,0.0165891843772382
"154","Troglodytella abrassarti",1,0.00223713646532438,1,0,0,0.000520924686533187,0.000205298771496495,0.00460789002561614,69,0.0345345345345345,0.118318467532351,0.0194960157942479,0.0356188451719332,0.00305073568397547,0.0013803105737325,0.0635918734460797
"155","Trypanosoma brucei",15,0.0335570469798658,0.254114129932576,0.00242472201937261,0.00221913950756507,0.000534711281757717,0.000328161657708981,0.0691183503842421,9.86666666666667,0.00493827160493827,0.389083965558659,0.00233103855429944,0.00124984733786539,0.00234334245260277,0.00102705911770031,0.0090933306956713
"156","Trypanosoma cervi",2,0.00447427293064877,0.706313615730871,4.4570881228257e-05,4.0361490072212e-06,0.000549740484578142,0.000284049046481728,0.00921578005123228,73.5,0.0367867867867867,0.117429250665615,0.0108924799840281,0.00358351025504174,0.00312106195156639,0.00151847076661269,0.0677391695403892
"157","Trypanosoma congolense",8,0.0178970917225951,0.350767895611797,0.000178590261297595,6.50923204224587e-05,0.000534230564950546,0.000279116415213447,0.0368631202049291,13.125,0.00656906906906906,0.511744865513361,0.00215838144749248,0.00081064552509354,0.00225500286824347,0.000901046054108932,0.0120962802750695
"158","Trypanosoma cruzi",42,0.0939597315436242,0.14703998070487,0.0260911748989121,0.0419555391242216,0.000638718444546985,0.000373623681588589,0.193531381075878,16.2857142857143,0.00815100815100815,0.436224423014251,0.00513918695255443,0.00518967553134653,0.00253520048005329,0.000972983768152314,0.0150092620555965
"159","Trypanosoma cyclops",2,0.00447427293064877,0.706313615730871,0,0,0.000408210200444215,0.000255422343455211,0.00921578005123228,19.5,0.00975975975975975,0.244227914436051,0.0038973391058498,0.00459144239737314,0.00235459465541731,0.00110871613943747,0.0179716164086747
"160","Trypanosoma devei",6,0.0134228187919463,0.405953453339206,7.58190347536847e-06,1.82972088327361e-07,0.000422232619008112,0.000309447708584831,0.0276473401536968,7.66666666666667,0.00383717050383717,0.504792511542116,0.00139802574538937,0.000538996160840704,0.00229664225009872,0.000885217818703312,0.00706576371623107
"161","Trypanosoma diasi",1,0.00223713646532438,1,0,0,0.000414840464331802,0.000187133427626378,0.00460789002561614,14,0.00700700700700701,0.266389917676143,0.0039587101066154,0.000253596955957056,0.00259584045943171,0.00111352166578845,0.0129026989600741
"162","Trypanosoma evansi",8,0.0178970917225951,0.350767895611797,0.00124775104655669,0.000302766201706388,0.000568606351727499,0.000315515727135069,0.0368631202049291,23.5,0.0117617617617618,0.334792385237694,0.00969868126128401,0.00890381078772544,0.00257937164993258,0.00117715017780661,0.0216581018258387
"163","Trypanosoma hippicum",2,0.00447427293064877,0.706313615730871,1.08726137333029e-05,0,0.000504843348814047,0.000243502802386583,0.00921578005123228,24.5,0.0122622622622623,0.216987835354794,0.0159622345963348,0.0342357110454957,0.00275162649523437,0.00124212733102432,0.0225797231801297
"164","Trypanosoma irangiense",2,0.00447427293064877,0.706313615730871,2.71894840954358e-05,3.04408920758913e-06,0.000356329065783483,0.00017221396390619,0.00921578005123228,5,0.0025025025025025,0.453680594341177,0.000189608019302817,0.000783356850037603,0.00180382425341101,0.0006878365298023,0.00460810677145505
"165","Trypanosoma lambrechti",6,0.0134228187919463,0.405953453339206,0.000596528080810632,6.31580440601408e-06,0.000508743504042039,0.000305417053953388,0.0276473401536968,13,0.0065065065065065,0.345678685111834,0.00684168102361115,0.0119765614992552,0.00244400100320272,0.00103859269492022,0.0119810776057831
"166","Trypanosoma lesourdi",1,0.00223713646532438,1,0,0,0.000478884641226807,0.000203772754463199,0.00460789002561614,15,0.00750750750750751,0.2572922442446,0.0126211059438133,0.000417087727114457,0.00288515738306522,0.00113448999207327,0.0138243203143651
"167","Trypanosoma minasense",29,0.0648769574944072,0.179771860302469,0.00294715041078089,0.00872000427977651,0.000541940174122158,0.000361129905314583,0.133628810742868,11.551724137931,0.00578164371267819,0.355260748881445,0.00314872283173023,0.00336134829431535,0.00246464866439459,0.00100781239729801,0.0106463156443961
"168","Trypanosoma mycetae",8,0.0178970917225951,0.350767895611797,0.000434033980336443,8.06829681044822e-06,0.000513913477251238,0.000316971761712728,0.0368631202049291,14.875,0.00744494494494494,0.297076409202178,0.00536676049409633,0.00877317574336311,0.0025146981899265,0.00110953873132017,0.0137091176450788
"169","Trypanosoma perodictici",3,0.00671140939597315,0.57605430735515,0.000619289319697794,0.000478796895344787,0.000442595057349606,0.000199468315209207,0.0138236700768484,7.33333333333333,0.00367033700367034,0.398413392074202,0.00348060508248684,0.00253677143202149,0.00205061900765304,0.00084839833884467,0.00675855659813407
"170","Trypanosoma pestanai",1,0.00223713646532438,1,0,0,0.000504208439823444,0.000203275123786918,0.00460789002561614,47,0.0235235235235235,0.144175236768601,0.00513289095000193,0.00011896374638878,0.00298931147557328,0.00146501979255743,0.0433162036516774
"171","Trypanosoma primatum",4,0.00894854586129754,0.498315548272602,0.00014106148891426,9.33275498792609e-06,0.000539427748545056,0.000331056710579363,0.0184315601024646,38.75,0.0193943943943944,0.195043607773795,0.00961943795512877,0.0105270819492188,0.00279724954857658,0.00127017930591862,0.0357128274787766
"172","Trypanosoma rangeli",11,0.0246085011185682,0.298112009964577,0.000277712656302489,1.81328606891135e-05,0.000478839290584621,0.000342294177947818,0.0506867902817775,13.3636363636364,0.00668850668850669,0.307927841584352,0.00206638619604806,0.00210758813029961,0.00249783688054495,0.00103350401183815,0.0123162126437071
"173","Trypanosoma sanmartini",1,0.00223713646532438,1,0,0,0.000421280255522207,0.000187546091634475,0.00460789002561614,33,0.0165165165165165,0.172677310185521,0.00397315713042462,0.0186400370745761,0.00259584045943171,0.00115826143661332,0.0304135046916033
"174","Trypanosoma simiae",5,0.0111856823266219,0.4452036365832,0.000123035830345515,5.7527295865781e-06,0.000525931397430516,0.000272640267648684,0.0230394501280807,19.6,0.0098098098098098,0.422616883101714,0.00261108642786748,0.000797932383264546,0.0023490753787203,0.00106704683490137,0.0180637785441038
"175","Trypanosoma theileri",1,0.00223713646532438,1,0,0,0.000514820490094957,0.000205198513945507,0.00460789002561614,57,0.0285285285285285,0.130582899454402,0.00488906885887681,0.00730694283373809,0.00299465271108652,0.00149820812659575,0.0525324171945875
"176","Trypanosoma venezuelense",2,0.00447427293064877,0.706313615730871,1.08726137333029e-05,0,0.000504843348814047,0.000243502802386583,0.00921578005123228,24.5,0.0122622622622623,0.216987835354794,0.0159622345963348,0.0342357110454957,0.00275162649523437,0.00124212733102432,0.0225797231801297
"177","Trypanosoma vivax",10,0.0223713646532438,0.313020866365597,0.00113010788427687,9.5426478780159e-06,0.000514883980994018,0.000315980497357271,0.0460789002561614,8.9,0.00445445445445445,0.37759785152406,0.00203290049873116,0.00115572915602791,0.00231172233836442,0.000985322739115763,0.00820243005318998
"178","Babesia bicornis",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"179","Babesia divergens",3,0.00671140939597315,0.57605430735515,5.73402783819676e-05,4.78863157449941e-06,0.000569241260718103,0.000329803275051789,0.0138236700768484,105.333333333333,0.0527193860527194,0.0978917791929059,0.0108703844958823,0.0536138055209762,0.00312818359891737,0.0015487332990852,0.0970774493186529
"180","Blepharocorys jubata",1,0.00223713646532438,1,0,0,0.000505206153951535,0.00020457253155587,0.00460789002561614,34,0.017017017017017,0.170075693599958,0.00641575559924296,3.40345570209259e-05,0.00288426717714635,0.00137593987908274,0.0313351260458943
"181","Charonina hippopotami",1,0.00223713646532438,1,0,0,0.00044577867243106,0.000199834164487824,0.00460789002561614,10,0.005005005005005,0.315514379998724,0,0,0.00235281424357957,0.00062121585760693,0.00921621354291009
"182","Cycloposthium bipalmatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"183","Cycloposthium corrugatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"184","Cycloposthium dentiferum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"185","Cycloposthium edentatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"186","Cycloposthium scutigerum",3,0.00671140939597315,0.57605430735515,0.00165826365218706,2.84292882238637e-05,0.000540851758709695,0.000285272886054686,0.0138236700768484,55.6666666666667,0.0278611945278612,0.1366903396423,0.00393254689321706,0.00193840853198081,0.00247833327814057,0.00132276423068833,0.0513035887221995
"187","Cyclospora cayetanensis",1,0.00223713646532438,1,0,0,0.0004468126670729,0.000198188383866957,0.00460789002561614,25,0.0125125125125125,0.198794564609744,0.00442426809990648,0.000672885049358672,0.0025157219267332,0.00104390974736653,0.0230405338572752
"188","Cystoisospora belli",1,0.00223713646532438,1,0,0,0.000495183662028439,0.000204273687919539,0.00460789002561614,9,0.0045045045045045,0.332664995150523,0.00666348097037666,0.000222228260915141,0.00288693779490297,0.00116562284551099,0.00829459218861909
"189","Diplodinium anacanthum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"190","Diplodinium dentatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"191","Diploplastron affine",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"192","Eimeria crispus",1,0.00223713646532438,1,0,0,0.000494866207533137,0.000203087604858868,0.00460789002561614,23,0.0115115115115115,0.207362681143431,0.00456343823992925,0.00159403947940813,0.00278990534974588,0.00131006089296802,0.0211972911486932
"193","Eimeria hreindyria",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"194","Eimeria kamoshika",2,0.00447427293064877,0.706313615730871,0,0,0.000494866207533137,0.000203087604858868,0.00921578005123228,12,0.006006006006006,0.603681340571716,0.00228171911996462,0.000797019739704065,0.00223708747412616,0.000928276248304032,0.0110594562514921
"195","Eimeria mayeri",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"196","Eimeria rangiferis",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"197","Eimeria serowi",1,0.00223713646532438,1,0,0,0.000494866207533137,0.000203087604858868,0.00460789002561614,23,0.0115115115115115,0.207362681143431,0.00456343823992925,0.00159403947940813,0.00278990534974588,0.00131006089296802,0.0211972911486932
"198","Elyplastron bubali",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"199","Entamoeba histolytica",26,0.058165548098434,0.190540343834298,0.00439024639169563,0.00530845766564313,0.000596995853735907,0.000386578663299047,0.11980514066602,23.5769230769231,0.0118002618002618,0.274109271512479,0.00608299667429059,0.00604912857698191,0.00266548195323888,0.00122215436471874,0.0217289957761688
"200","Entodinium bicornutum",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"201","Entodinium bursa",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"202","Entodinium caudatum",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"203","Entodinium dubardi",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"204","Entodinium furca",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"205","Entodinium minimum",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"206","Epidinium bulbiferum",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"207","Epidinium caudatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"208","Epidinium gigas",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
